Year,Watershed Group Name,Stock Name(stream),Timing Group,Name,Total,jacks,males,females,spawn%,eff_fem,fpsm,DUID,
2013,Harrison-Lillooet,Miller Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2013,Harrison-Lillooet,Sampson Creek,T4,Lillooet-Harrison - Late,972,0,492,480,97.37,467,13,12,
2013,Harrison-Lillooet,Railroad Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2013,Harrison-Lillooet,Pemberton Creek,T4,Lillooet-Harrison - Late,2,0,1,1,96.42,1,0,12,
2011,Harrison-Lillooet,Birkenhead River,T4,Lillooet-Harrison - Late,228817,1075,103471,124271,74.37,92420,31851,12,
2011,Harrison-Lillooet,Green River,T4,Lillooet-Harrison - Late,5179,0,2352,2827,74.37,2102,725,12,
2011,Harrison-Lillooet,Railroad Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2011,Harrison-Lillooet,Ryan River,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2011,Harrison-Lillooet,Sampson Creek,T4,Lillooet-Harrison - Late,1751,9,791,951,92.79,882,69,12,
2011,Harrison-Lillooet,Pemberton Creek,T4,Lillooet-Harrison - Late,144,0,66,78,74.43,58,20,12,
1942,Harrison-Lillooet,Pemberton Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
1945,Harrison-Lillooet,Pemberton Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
1940,Harrison-Lillooet,Pemberton Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
1938,Harrison-Lillooet,Pemberton Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
1938,Harrison-Lillooet,Railroad Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
1941,Harrison-Lillooet,Pemberton Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
1948,Harrison-Lillooet,Miller Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
1948,Harrison-Lillooet,Ryan River,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
1948,Harrison-Lillooet,Sampson Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
1949,Harrison-Lillooet,Ryan River,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2012,Harrison-Lillooet,Birkenhead River,T4,Lillooet-Harrison - Late,55542,221,32467,22854,10.96,2505,20349,12,
2012,Harrison-Lillooet,Green River,T4,Lillooet-Harrison - Late,220,3,141,76,52.96,40,36,12,
2012,Harrison-Lillooet,Miller Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2012,Harrison-Lillooet,Railroad Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2012,Harrison-Lillooet,Ryan River,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2012,Harrison-Lillooet,Sampson Creek,T4,Lillooet-Harrison - Late,571,0,270,301,80.93,244,57,12,
2012,Harrison-Lillooet,Pemberton Creek,T4,Lillooet-Harrison - Late,2,0,1,1,10.96,0,1,12,
2014,Harrison-Lillooet,Birkenhead River,T4,Lillooet-Harrison - Late,35759,211,14613,20935,93.67,19610,1325,12,
2014,Harrison-Lillooet,Green River,T4,Lillooet-Harrison - Late,520,3,213,304,93.67,285,19,12,
2014,Harrison-Lillooet,Miller Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2014,Harrison-Lillooet,Pemberton Creek,T4,Lillooet-Harrison - Late,58,0,24,34,93.67,32,2,12,
2014,Harrison-Lillooet,Poole Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2014,Harrison-Lillooet,Railroad Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2014,Harrison-Lillooet,Ryan River,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2014,Harrison-Lillooet,Sampson Creek,T4,Lillooet-Harrison - Late,193,1,79,113,93.67,106,7,12,
2014,Harrison-Lillooet,Taillefer Creek,T4,Lillooet-Harrison - Late,4,0,2,2,93.67,2,0,12,
2008,Harrison-Lillooet,Birkenhead River,T4,Lillooet-Harrison - Late,19861,361,9267,10233,66.34,6788,3445,12,
2008,Harrison-Lillooet,Sampson Creek,T4,Lillooet-Harrison - Late,169,0,80,89,66.34,59,30,12,
2015,Harrison-Lillooet,Birkenhead River,T4,Lillooet-Harrison - Late,45049,76,17691,27282,97.82,26687,595,12,
2015,Harrison-Lillooet,Green River,T4,Lillooet-Harrison - Late,897,0,353,544,97.82,532,12,12,
2015,Harrison-Lillooet,Miller Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2015,Harrison-Lillooet,Pemberton Creek,T4,Lillooet-Harrison - Late,25,0,10,15,97.82,15,0,12,
2015,Harrison-Lillooet,Poole Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2015,Harrison-Lillooet,Railroad Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2015,Harrison-Lillooet,Sampson Creek,T4,Lillooet-Harrison - Late,239,0,94,145,97.82,142,3,12,
2015,Harrison-Lillooet,Ryan River,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2015,Harrison-Lillooet,Taillefer Creek,T4,Lillooet-Harrison - Late,0,0,0,0,0,0,0,12,
2013,Mid Fraser,Bridge River (Late),T4,Middle Fraser - Late,25,0,12,13,100,13,0,NA,
2014,Mid Fraser,Bridge River (Late),T4,Middle Fraser - Late,68,0,29,39,89.77,35,4,NA,
1938,Quesnel,Quesnel River,T3,Middle Fraser - Summer,4,0,0,4,0,0,4,NA,
1941,Quesnel,Quesnel River,T3,Middle Fraser - Summer,4,0,2,2,100,2,0,NA,
1989,Quesnel,Quesnel River,T3,Middle Fraser - Summer,148,0,67,81,98.25,80,1,NA,
1990,Quesnel,Quesnel River,T3,Middle Fraser - Summer,615,0,275,340,98.54,335,5,NA,
1989,Mid Fraser,West Road River,T3,Middle Fraser - Summer,4000,0,1954,2046,98.25,2010,36,NA,
1967,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,256,0,128,128,0,0,128,NA,
1968,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,142,8,67,67,62.5,41,26,NA,
1973,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,32,2,12,18,0,0,18,NA,
1974,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,54,3,21,30,0,0,30,NA,
1976,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,74,0,37,37,0,0,37,NA,
1977,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,54,0,25,29,0,0,29,NA,
1980,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,125,0,56,69,100,69,0,NA,
1981,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,2500,0,1136,1364,0,0,1364,NA,
1983,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,14,0,7,7,100,7,0,NA,
1985,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,502,20,207,275,100,275,0,NA,
1986,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,540,0,297,243,100,243,0,NA,
1987,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,40,0,13,27,100,27,0,NA,
1989,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,90,0,45,45,100,45,0,NA,
1990,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,1050,8,556,486,98.33,478,8,NA,
1945,Seton-Anderson,Cayoosh Creek,T3,Middle Fraser - Summer,11,0,5,6,100,6,0,NA,
1946,Seton-Anderson,Cayoosh Creek,T3,Middle Fraser - Summer,20,0,0,0,0,0,0,NA,
1958,Seton-Anderson,Cayoosh Creek,T3,Middle Fraser - Summer,445,0,58,387,80.71,312,75,NA,
1989,Seton-Anderson,Cayoosh Creek,T3,Middle Fraser - Summer,63,0,25,38,83.33,32,6,NA,
1989,Mid Fraser,Churn Creek,T3,Middle Fraser - Summer,113,0,47,66,100,66,0,NA,
1988,Seton-Anderson,Hatchery Creek,T2,Middle Fraser - Summer,103,18,33,52,100,52,0,NA,
1938,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,162,0,81,81,50,41,40,NA,
1940,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,1346,78,634,634,50,317,317,NA,
1941,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,1055,0,401,654,52.16,341,313,NA,
1943,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,67,0,0,0,0,0,0,NA,
1944,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,18,0,0,0,0,0,0,NA,
1945,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,11,0,0,0,0,0,0,NA,
1946,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,75,0,0,0,0,0,0,NA,
1959,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,76,0,2,74,0,0,74,NA,
1977,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,439,14,128,297,0,0,297,NA,
1990,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,125,1,66,58,98.33,57,1,NA,
1985,Seton-Anderson,Upper & Lower Seton Channels,T3,Middle Fraser - Summer,50,0,28,22,83.36,19,3,NA,
1981,Mid Fraser,Yalakom River,T3,Middle Fraser - Summer,1200,0,545,655,0,0,655,NA,
1990,Mid Fraser,Yalakom River,T3,Middle Fraser - Summer,450,4,238,208,98.33,205,3,NA,
1938,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1939,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1939,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1941,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1942,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1942,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1943,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1944,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1945,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1947,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1947,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1948,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1948,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1949,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1949,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1950,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1950,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1951,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1951,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1952,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1952,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1953,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1953,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1954,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1954,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1955,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1955,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1956,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1956,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1957,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1957,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1958,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1958,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1959,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1960,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1960,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1961,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1961,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1962,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1962,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1963,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1963,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1964,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1964,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1965,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1965,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1966,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1966,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1967,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1968,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1969,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1969,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1970,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1970,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1971,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1971,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1972,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1972,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1973,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1974,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1988,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1990,Seton-Anderson,Cayoosh Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1990,Seton-Anderson,Hatchery Creek,T2,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1989,Quesnel,Cariboo River,,,,,,,,,,,
1991,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1991,Seton-Anderson,Cayoosh Creek,T3,Middle Fraser - Summer,19,0,9,10,100,10,0,NA,
1991,Mid Fraser,Churn Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1991,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1991,Mid Fraser,Yalakom River,T3,Middle Fraser - Summer,100,0,50,50,100,50,0,NA,
1992,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,357,0,178,179,100,179,0,NA,
1993,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1994,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,36,0,18,18,100,18,0,NA,
1940,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1994,Seton-Anderson,Cayoosh Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1994,Mid Fraser,Yalakom River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1994,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2005,Mid Fraser,Hawks Creek,T3,Middle Fraser - Summer,110,0,55,55,100,55,0,NA,
2005,Mid Fraser,Williams Lake River,T3,Middle Fraser - Summer,2360,0,1180,1180,100,1180,0,NA,
2005,Quesnel,Quesnel River,T3,Middle Fraser - Summer,10000,0,4795,5205,99.66,5187,18,NA,
1998,Chilcotin,Elkin Creek,T2,Middle Fraser - Summer,85,0,25,60,91.67,55,5,NA,
2000,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,227,0,85,142,80,114,28,NA,
2003,Quesnel,Cariboo River,,,,,,,,,,,
2005,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,356,0,178,178,100,178,0,NA,
2006,Quesnel,Quesnel River,T3,Middle Fraser - Summer,360,0,157,203,95.09,193,10,NA,
2006,Mid Fraser,Williams Lake River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2006,Quesnel,Cariboo River,,,,,,,,,,,
2005,Quesnel,Cariboo River,,,,,,,,,,,
2007,Quesnel,Quesnel River,T3,Middle Fraser - Summer,7,0,4,3,93.9,3,0,NA,
2007,Quesnel,Cariboo River,,,,,,,,,,,
2009,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,172,0,86,86,100,86,0,NA,
2009,Mid Fraser,Hawks Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2009,Mid Fraser,Williams Lake River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1960,Quesnel,Quesnel River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1956,Chilcotin,Elkin Creek,T2,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2013,Chilcotin,Elkin Creek,T2,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2013,Quesnel,Quesnel River,T3,Middle Fraser - Summer,135,4,66,65,97.47,63,2,NA,
2013,Quesnel,Cariboo River,,,,,,,,,,,
2013,Mid Fraser,Baezaeko River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2013,Mid Fraser,West Road River,T3,Middle Fraser - Summer,97,0,48,49,100,49,0,NA,
2013,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,2131,23,848,1260,88.53,1115,145,NA,
2010,Quesnel,Quesnel River,T3,Middle Fraser - Summer,684,0,298,386,93.56,361,25,NA,
2010,Mid Fraser,West Road River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2010,Quesnel,Cariboo River,,,,,,,,,,,
2010,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,216,0,95,121,82.5,100,21,NA,
2010,Seton-Anderson,Cayoosh Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2010,Mid Fraser,Yalakom River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2010,Seton-Anderson,Seton Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2010,Mid Fraser,Baezaeko River,T3,Middle Fraser - Summer,1620,0,810,810,100,810,0,NA,
2011,Quesnel,Cariboo River,,,,,,,,,,,
2011,Quesnel,Quesnel River,T3,Middle Fraser - Summer,38,0,17,21,67.59,14,7,NA,
2011,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,707,0,321,386,74.37,287,99,NA,
1938,Seton-Anderson,Cayoosh Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1942,Quesnel,Quesnel River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1948,Seton-Anderson,Cayoosh Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1955,Mid Fraser,Williams Lake River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1959,Mid Fraser,Yalakom River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1964,Seton-Anderson,Cayoosh Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1962,Seton-Anderson,Cayoosh Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2012,Quesnel,Quesnel River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2012,Quesnel,Cariboo River,,,,,,,,,,,
2012,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,91,1,45,45,50,23,22,NA,
2012,Mid Fraser,Baezaeko River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2012,Mid Fraser,Yalakom River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2012,Mid Fraser,West Road River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1939,Seton-Anderson,Cayoosh Creek,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
1960,Chilcotin,Elkin Creek,T2,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2014,Mid Fraser,Baezaeko River,T3,Middle Fraser - Summer,325,0,141,184,98.84,182,2,NA,
2014,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,502,0,206,296,93.67,277,19,NA,
2014,Mid Fraser,West Road River,T3,Middle Fraser - Summer,1618,0,701,917,98.84,906,11,NA,
2014,Quesnel,Cariboo River,,,,,,,,,,,
2014,Quesnel,Quesnel River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2008,Quesnel,Quesnel River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2015,Mid Fraser,Bridge River,T3,Middle Fraser - Summer,164,1,64,99,97.82,97,2,NA,
2015,Mid Fraser,Baezaeko River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2015,Mid Fraser,West Road River,T3,Middle Fraser - Summer,0,0,0,0,0,0,0,NA,
2015,Quesnel,Cariboo River,,,,,,,,,,,
2015,Quesnel,Quesnel River,T3,Middle Fraser - Summer,172,0,74,98,98.2,96,2,NA,
1938,Nechako,Endako River,T2,Nadina-Francois - Early Summer,117,0,49,68,91.05,62,6,8,
1939,Nechako,Endako River,T2,Nadina-Francois - Early Summer,18,0,9,9,91.05,8,1,8,
1940,Nechako,Endako River,T2,Nadina-Francois - Early Summer,5,0,2,3,91.05,3,0,8,
1941,Nechako,Endako River,T2,Nadina-Francois - Early Summer,43,0,22,21,91.05,19,2,8,
1942,Nechako,Endako River,T2,Nadina-Francois - Early Summer,504,0,135,369,95.56,353,16,8,
1943,Nechako,Endako River,T2,Nadina-Francois - Early Summer,83,0,41,42,97.8,41,1,8,
1944,Nechako,Endako River,T2,Nadina-Francois - Early Summer,2,0,1,1,100,1,0,8,
1945,Nechako,Endako River,T2,Nadina-Francois - Early Summer,112,0,56,56,99.61,56,0,8,
1946,Nechako,Endako River,T2,Nadina-Francois - Early Summer,662,0,331,331,98,324,7,8,
1947,Nechako,Endako River,T2,Nadina-Francois - Early Summer,409,0,204,205,97.22,199,6,8,
1949,Nechako,Endako River,T2,Nadina-Francois - Early Summer,1057,0,551,506,67.19,340,166,8,
1950,Nechako,Endako River,T2,Nadina-Francois - Early Summer,1204,11,551,642,92.5,594,48,8,
1951,Nechako,Endako River,T2,Nadina-Francois - Early Summer,668,9,291,368,87.1,321,47,8,
1952,Nechako,Endako River,T2,Nadina-Francois - Early Summer,146,36,55,55,97.11,53,2,8,
1953,Nechako,Endako River,T2,Nadina-Francois - Early Summer,605,32,286,287,93.33,268,19,8,
1955,Nechako,Endako River,T2,Nadina-Francois - Early Summer,594,0,177,417,88.64,370,47,8,
1956,Nechako,Endako River,T2,Nadina-Francois - Early Summer,18,2,8,8,100,8,0,8,
1957,Nechako,Endako River,T2,Nadina-Francois - Early Summer,110,0,46,64,93.97,60,4,8,
1958,Nechako,Endako River,T2,Nadina-Francois - Early Summer,522,0,261,261,50,131,130,8,
1959,Nechako,Endako River,T2,Nadina-Francois - Early Summer,1463,0,731,732,100,732,0,8,
1962,Nechako,Endako River,T2,Nadina-Francois - Early Summer,236,9,96,131,95.31,125,6,8,
1963,Nechako,Endako River,T2,Nadina-Francois - Early Summer,2540,0,1320,1220,40.3,492,728,8,
1964,Nechako,Endako River,T2,Nadina-Francois - Early Summer,7,0,3,4,50,2,2,8,
1965,Nechako,Endako River,T2,Nadina-Francois - Early Summer,2,0,1,1,100,1,0,8,
1966,Nechako,Endako River,T2,Nadina-Francois - Early Summer,5,0,2,3,100,3,0,8,
1967,Nechako,Endako River,T2,Nadina-Francois - Early Summer,949,0,474,475,88,418,57,8,
1968,Nechako,Endako River,T2,Nadina-Francois - Early Summer,18,0,9,9,100,9,0,8,
1971,Nechako,Endako River,T2,Nadina-Francois - Early Summer,284,0,128,156,99,154,2,8,
1972,Nechako,Endako River,T2,Nadina-Francois - Early Summer,27,0,11,16,100,16,0,8,
1974,Nechako,Endako River,T2,Nadina-Francois - Early Summer,34,0,17,17,100,17,0,8,
1975,Nechako,Endako River,T2,Nadina-Francois - Early Summer,192,0,73,119,100,119,0,8,
1976,Nechako,Endako River,T2,Nadina-Francois - Early Summer,40,0,20,20,100,20,0,8,
1979,Nechako,Endako River,T2,Nadina-Francois - Early Summer,1294,9,655,630,85.93,541,89,8,
1980,Nechako,Endako River,T2,Nadina-Francois - Early Summer,25,0,12,13,100,13,0,8,
1983,Nechako,Endako River,T2,Nadina-Francois - Early Summer,583,0,263,320,100,320,0,8,
1987,Nechako,Endako River,T2,Nadina-Francois - Early Summer,1000,0,466,534,87.15,465,69,8,
1989,Nechako,Late Nadina River,T2,Nadina-Francois - Early Summer,545,0,252,293,100,293,0,8,
1973,Nechako,Late Nadina Channel,T2,Nadina-Francois - Early Summer,8786,5,3846,4935,94.31,4654,281,8,
1974,Nechako,Late Nadina Channel,T2,Nadina-Francois - Early Summer,895,22,375,498,96.29,479,19,8,
1975,Nechako,Late Nadina Channel,T2,Nadina-Francois - Early Summer,11306,10,4704,6592,87.11,5742,850,8,
1976,Nechako,Late Nadina Channel,T2,Nadina-Francois - Early Summer,1394,40,632,722,97.22,702,20,8,
1977,Nechako,Late Nadina Channel,T2,Nadina-Francois - Early Summer,16286,38,6987,9261,96.18,8907,354,8,
1978,Nechako,Late Nadina Channel,T2,Nadina-Francois - Early Summer,2555,182,958,1415,98.98,1401,14,8,
1979,Nechako,Late Nadina Channel,T2,Nadina-Francois - Early Summer,41212,5,18393,22814,55.19,12591,10223,8,
1980,Nechako,Late Nadina Channel,T2,Nadina-Francois - Early Summer,3021,61,1328,1632,91.12,1487,145,8,
1981,Nechako,Late Nadina Channel,T2,Nadina-Francois - Early Summer,17892,4,7329,10559,97.17,10260,299,8,
